PRECIO,FECHA
4.06900;07-08-2024
3.96400;06-08-2024
3.98500;05-08-2024
4.04900;02-08-2024
4.25750;01-08-2024
4.45500;31-07-2024
4.51200;30-07-2024
4.46800;29-07-2024
4.53000;26-07-2024
4.55400;25-07-2024
4.70500;24-07-2024
4.56650;23-07-2024
4.43450;19-07-2024
4.48800;18-07-2024
4.47400;17-07-2024
4.44050;16-07-2024
4.45100;15-07-2024
4.50900;12-07-2024
4.46250;11-07-2024
4.49750;10-07-2024
4.38450;09-07-2024
4.44750;08-07-2024
